"","Chromosome","Position","Strand","OriginalValue","Rank","Value"
"16735","chromosome",149221,"+",0.7013,16735,0.7012995974
"16736","chromosome",1709215,"+",0.7013,16736,0.7012995974
"16737","chromosome",2973502,"+",0.7013,16737,0.7012995974
"16738","chromosome",3029451,"+",0.7013,16738,0.7012995974
"16739","chromosome",3216128,"+",0.7013,16739,0.7012995974
"16740","chromosome",3563318,"+",0.7013,16740,0.7012995974
"16741","chromosome",3972579,"-",0.7013,16741,0.7012995974
"16742","chromosome",4657922,"-",0.7013,16742,0.7012995974
"16743","chromosome",5309518,"-",0.7013,16743,0.7012995974
"16744","chromosome",162963,"+",0.7011,16744,0.7010995978
"16745","chromosome",1827401,"-",0.7011,16745,0.7010995978
"16746","chromosome",3084315,"+",0.7011,16746,0.7010995978
"16747","chromosome",3278957,"-",0.7011,16747,0.7010995978
"16748","chromosome",5700658,"+",0.7011,16748,0.7010995978
"16749","chromosome",764882,"+",0.701,16749,0.700999598
"16750","chromosome",835495,"+",0.701,16750,0.700999598
"16751","chromosome",2056471,"-",0.701,16751,0.700999598
"16752","chromosome",2074342,"-",0.701,16752,0.700999598
"16753","chromosome",2092173,"-",0.701,16753,0.700999598
"16754","chromosome",2461722,"+",0.701,16754,0.700999598
"16755","chromosome",2622494,"+",0.701,16755,0.700999598
"16756","chromosome",3337980,"-",0.701,16756,0.700999598
"16757","chromosome",3453433,"-",0.701,16757,0.700999598
"16758","chromosome",3466867,"+",0.701,16758,0.700999598
"16759","chromosome",3511049,"+",0.701,16759,0.700999598
"16760","chromosome",3537744,"-",0.701,16760,0.700999598
"16761","chromosome",3935181,"-",0.701,16761,0.700999598
"16762","chromosome",4182830,"-",0.701,16762,0.700999598
"16763","chromosome",4634350,"-",0.701,16763,0.700999598
"16764","chromosome",4889456,"-",0.701,16764,0.700999598
"16765","chromosome",479372,"+",0.7009,16765,0.7008995982
"16766","chromosome",531557,"+",0.7009,16766,0.7008995982
"16767","chromosome",708877,"-",0.7009,16767,0.7008995982
"16768","chromosome",922291,"-",0.7009,16768,0.7008995982
"16769","chromosome",1723426,"+",0.7009,16769,0.7008995982
"16770","chromosome",1763513,"+",0.7009,16770,0.7008995982
"16771","chromosome",2467981,"-",0.7009,16771,0.7008995982
"16772","chromosome",2987264,"-",0.7009,16772,0.7008995982
"16773","chromosome",3256289,"+",0.7009,16773,0.7008995982
"16774","chromosome",3374358,"-",0.7009,16774,0.7008995982
"16775","chromosome",3782190,"-",0.7009,16775,0.7008995982
"16776","chromosome",4513524,"+",0.7009,16776,0.7008995982
"16777","chromosome",4796626,"+",0.7009,16777,0.7008995982
"16778","chromosome",4978779,"-",0.7009,16778,0.7008995982
"16779","chromosome",5819112,"-",0.7009,16779,0.7008995982
"16780","chromosome",5864810,"+",0.7009,16780,0.7008995982
"16781","chromosome",68239,"+",0.7008,16781,0.7007995984
"16782","chromosome",815982,"+",0.7008,16782,0.7007995984
"16783","chromosome",1011707,"-",0.7008,16783,0.7007995984
"16784","chromosome",1560281,"+",0.7008,16784,0.7007995984
"16785","chromosome",2270355,"+",0.7008,16785,0.7007995984
"16786","chromosome",5079138,"+",0.7008,16786,0.7007995984
"16787","chromosome",5510245,"-",0.7008,16787,0.7007995984
"16788","chromosome",444088,"+",0.7007,16788,0.7006995986
"16789","chromosome",922289,"-",0.7007,16789,0.7006995986
"16790","chromosome",956898,"-",0.7007,16790,0.7006995986
"16791","chromosome",1211149,"-",0.7007,16791,0.7006995986
"16792","chromosome",1383436,"+",0.7007,16792,0.7006995986
"16793","chromosome",2757740,"-",0.7007,16793,0.7006995986
"16794","chromosome",3484858,"-",0.7007,16794,0.7006995986
"16795","chromosome",3496172,"-",0.7007,16795,0.7006995986
"16796","chromosome",3811085,"-",0.7007,16796,0.7006995986
"16797","chromosome",4590365,"-",0.7007,16797,0.7006995986
"16798","chromosome",4706948,"+",0.7007,16798,0.7006995986
"16799","chromosome",4945335,"-",0.7007,16799,0.7006995986
"16800","chromosome",5864838,"+",0.7007,16800,0.7006995986
"16801","chromosome",4822254,"+",0.7006,16801,0.7005995988
"16802","large.plasmid",85117,"+",0.7004,16802,0.7003995992
"16803","chromosome",73671,"+",0.7,16803,0.6999996
"16804","chromosome",163593,"-",0.7,16804,0.6999996
"16805","chromosome",326487,"-",0.7,16805,0.6999996
"16806","chromosome",489797,"-",0.7,16806,0.6999996
"16807","chromosome",561365,"+",0.7,16807,0.6999996
"16808","chromosome",621988,"+",0.7,16808,0.6999996
"16809","chromosome",628154,"+",0.7,16809,0.6999996
"16810","chromosome",700360,"+",0.7,16810,0.6999996
"16811","chromosome",767744,"+",0.7,16811,0.6999996
"16812","chromosome",811435,"+",0.7,16812,0.6999996
"16813","chromosome",836455,"+",0.7,16813,0.6999996
"16814","chromosome",1280182,"-",0.7,16814,0.6999996
"16815","chromosome",1396630,"-",0.7,16815,0.6999996
"16816","chromosome",1451877,"-",0.7,16816,0.6999996
"16817","chromosome",1554832,"+",0.7,16817,0.6999996
"16818","chromosome",1567368,"-",0.7,16818,0.6999996
"16819","chromosome",1584063,"+",0.7,16819,0.6999996
"16820","chromosome",1642861,"+",0.7,16820,0.6999996
"16821","chromosome",1707313,"+",0.7,16821,0.6999996
"16822","chromosome",1932780,"+",0.7,16822,0.6999996
"16823","chromosome",1996240,"+",0.7,16823,0.6999996
"16824","chromosome",2063038,"+",0.7,16824,0.6999996
"16825","chromosome",2250441,"+",0.7,16825,0.6999996
"16826","chromosome",2393857,"-",0.7,16826,0.6999996
"16827","chromosome",2416749,"+",0.7,16827,0.6999996
"16828","chromosome",2487016,"+",0.7,16828,0.6999996
"16829","chromosome",2512582,"-",0.7,16829,0.6999996
"16830","chromosome",2519180,"+",0.7,16830,0.6999996
"16831","chromosome",2558544,"+",0.7,16831,0.6999996
"16832","chromosome",2588677,"+",0.7,16832,0.6999996
"16833","chromosome",2669823,"+",0.7,16833,0.6999996
"16834","chromosome",2724281,"+",0.7,16834,0.6999996
"16835","chromosome",2781351,"-",0.7,16835,0.6999996
"16836","chromosome",2795430,"+",0.7,16836,0.6999996
"16837","chromosome",2843575,"-",0.7,16837,0.6999996
"16838","chromosome",2928602,"+",0.7,16838,0.6999996
"16839","chromosome",3103675,"+",0.7,16839,0.6999996
"16840","chromosome",3182660,"+",0.7,16840,0.6999996
"16841","chromosome",3222311,"-",0.7,16841,0.6999996
"16842","chromosome",3321646,"+",0.7,16842,0.6999996
"16843","chromosome",3332214,"-",0.7,16843,0.6999996
"16844","chromosome",3345979,"-",0.7,16844,0.6999996
"16845","chromosome",3353737,"-",0.7,16845,0.6999996
"16846","chromosome",3355731,"-",0.7,16846,0.6999996
"16847","chromosome",3499411,"-",0.7,16847,0.6999996
"16848","chromosome",3514609,"+",0.7,16848,0.6999996
"16849","chromosome",3610640,"-",0.7,16849,0.6999996
"16850","chromosome",3619669,"+",0.7,16850,0.6999996
"16851","chromosome",3833050,"-",0.7,16851,0.6999996
"16852","chromosome",3845030,"+",0.7,16852,0.6999996
"16853","chromosome",4272207,"+",0.7,16853,0.6999996
"16854","chromosome",4340596,"-",0.7,16854,0.6999996
"16855","chromosome",4380447,"-",0.7,16855,0.6999996
"16856","chromosome",4497735,"-",0.7,16856,0.6999996
"16857","chromosome",4499231,"-",0.7,16857,0.6999996
"16858","chromosome",4546142,"-",0.7,16858,0.6999996
"16859","chromosome",4644201,"+",0.7,16859,0.6999996
"16860","chromosome",4748550,"-",0.7,16860,0.6999996
"16861","chromosome",4749028,"-",0.7,16861,0.6999996
"16862","chromosome",4827592,"-",0.7,16862,0.6999996
"16863","chromosome",4833302,"+",0.7,16863,0.6999996
"16864","chromosome",4987211,"+",0.7,16864,0.6999996
"16865","chromosome",5056927,"-",0.7,16865,0.6999996
"16866","chromosome",5063517,"-",0.7,16866,0.6999996
"16867","chromosome",5330804,"-",0.7,16867,0.6999996
"16868","chromosome",5416047,"-",0.7,16868,0.6999996
"16869","chromosome",5548052,"+",0.7,16869,0.6999996
"16870","chromosome",5564851,"+",0.7,16870,0.6999996
"16871","chromosome",5679788,"-",0.7,16871,0.6999996
"16872","chromosome",5703707,"-",0.7,16872,0.6999996
"16873","chromosome",5821837,"-",0.7,16873,0.6999996
"16874","large.plasmid",118704,"-",0.6995,16874,0.699499601
"16875","chromosome",516513,"-",0.6994,16875,0.6993996012
"16876","chromosome",1476618,"+",0.6994,16876,0.6993996012
"16877","chromosome",2055774,"+",0.6994,16877,0.6993996012
"16878","chromosome",4993402,"-",0.6993,16878,0.6992996014
"16879","chromosome",5620833,"+",0.6993,16879,0.6992996014
"16880","chromosome",5737327,"-",0.6993,16880,0.6992996014
"16881","chromosome",177638,"+",0.6992,16881,0.6991996016
"16882","chromosome",510472,"-",0.6992,16882,0.6991996016
"16883","chromosome",548134,"+",0.6992,16883,0.6991996016
"16884","chromosome",621492,"+",0.6992,16884,0.6991996016
"16885","chromosome",741523,"+",0.6992,16885,0.6991996016
"16886","chromosome",1938005,"-",0.6992,16886,0.6991996016
"16887","chromosome",2041063,"+",0.6992,16887,0.6991996016
"16888","chromosome",2488885,"+",0.6992,16888,0.6991996016
"16889","chromosome",3110563,"+",0.6992,16889,0.6991996016
"16890","chromosome",4674659,"-",0.6992,16890,0.6991996016
"16891","chromosome",4893730,"-",0.6992,16891,0.6991996016
"16892","chromosome",5167763,"-",0.6992,16892,0.6991996016
"16893","chromosome",5803031,"+",0.6992,16893,0.6991996016
"16894","chromosome",512087,"-",0.6991,16894,0.6990996018
"16895","chromosome",756398,"+",0.6991,16895,0.6990996018
"16896","chromosome",1825368,"-",0.6991,16896,0.6990996018
"16897","chromosome",2097495,"+",0.6991,16897,0.6990996018
"16898","chromosome",2534920,"+",0.6991,16898,0.6990996018
"16899","chromosome",2584043,"-",0.6991,16899,0.6990996018
"16900","chromosome",2815646,"+",0.6991,16900,0.6990996018
"16901","chromosome",4104915,"+",0.6991,16901,0.6990996018
"16902","chromosome",5676050,"+",0.6991,16902,0.6990996018
"16903","chromosome",331322,"-",0.699,16903,0.698999602
"16904","chromosome",484923,"-",0.699,16904,0.698999602
"16905","chromosome",523978,"+",0.699,16905,0.698999602
"16906","chromosome",1766775,"-",0.699,16906,0.698999602
"16907","chromosome",2036849,"+",0.699,16907,0.698999602
"16908","chromosome",2607396,"+",0.699,16908,0.698999602
"16909","chromosome",3246993,"-",0.699,16909,0.698999602
"16910","chromosome",3936095,"+",0.699,16910,0.698999602
"16911","chromosome",4559532,"-",0.699,16911,0.698999602
"16912","chromosome",23904,"+",0.6989,16912,0.6988996022
"16913","chromosome",1001944,"-",0.6989,16913,0.6988996022
"16914","chromosome",1554813,"+",0.6989,16914,0.6988996022
"16915","chromosome",2924211,"-",0.6989,16915,0.6988996022
"16916","chromosome",3126416,"+",0.6989,16916,0.6988996022
"16917","chromosome",3429649,"+",0.6989,16917,0.6988996022
"16918","chromosome",4077218,"+",0.6989,16918,0.6988996022
"16919","chromosome",5376737,"-",0.6989,16919,0.6988996022
"16920","chromosome",5404555,"-",0.6989,16920,0.6988996022
"16921","chromosome",5634072,"-",0.6989,16921,0.6988996022
"16922","chromosome",5856431,"+",0.6989,16922,0.6988996022
"16923","chromosome",2357371,"+",0.6988,16923,0.6987996024
"16924","chromosome",3321979,"-",0.6988,16924,0.6987996024
"16925","chromosome",3623422,"-",0.6988,16925,0.6987996024
"16926","chromosome",4441309,"-",0.6988,16926,0.6987996024
"16927","chromosome",4678391,"+",0.6988,16927,0.6987996024
"16928","chromosome",4556287,"-",0.6987,16928,0.6986996026
"16929","chromosome",5530934,"-",0.6987,16929,0.6986996026
"16930","chromosome",316704,"-",0.6986,16930,0.6985996028
"16931","chromosome",658835,"+",0.6986,16931,0.6985996028
"16932","chromosome",778071,"-",0.6986,16932,0.6985996028
"16933","chromosome",1391420,"-",0.6986,16933,0.6985996028
"16934","chromosome",1446414,"-",0.6986,16934,0.6985996028
"16935","chromosome",3061465,"-",0.6986,16935,0.6985996028
"16936","chromosome",3441200,"+",0.6986,16936,0.6985996028
"16937","chromosome",3452085,"+",0.6986,16937,0.6985996028
"16938","chromosome",3828418,"+",0.6986,16938,0.6985996028
"16939","chromosome",5111637,"-",0.6986,16939,0.6985996028
"16940","chromosome",2143533,"+",0.6985,16940,0.698499603
"16941","chromosome",3416238,"+",0.6985,16941,0.698499603
"16942","chromosome",3828245,"-",0.6985,16942,0.698499603
"16943","chromosome",3883473,"+",0.6985,16943,0.698499603
"16944","chromosome",4942094,"+",0.6985,16944,0.698499603
"16945","chromosome",5765821,"+",0.6985,16945,0.698499603
"16946","chromosome",795610,"+",0.6984,16946,0.6983996032
"16947","chromosome",1453905,"-",0.6984,16947,0.6983996032
"16948","chromosome",1647229,"+",0.6984,16948,0.6983996032
"16949","chromosome",1876274,"+",0.6984,16949,0.6983996032
"16950","chromosome",2243477,"-",0.6984,16950,0.6983996032
"16951","chromosome",3937735,"-",0.6984,16951,0.6983996032
"16952","chromosome",4389940,"-",0.6984,16952,0.6983996032
"16953","chromosome",4481513,"-",0.6984,16953,0.6983996032
"16954","chromosome",5467386,"-",0.6984,16954,0.6983996032
"16955","chromosome",5736212,"-",0.6984,16955,0.6983996032
"16956","chromosome",991213,"+",0.6983,16956,0.6982996034
"16957","chromosome",1567662,"+",0.6983,16957,0.6982996034
"16958","chromosome",1885309,"-",0.6983,16958,0.6982996034
"16959","chromosome",3599502,"+",0.6983,16959,0.6982996034
"16960","chromosome",4029436,"-",0.6983,16960,0.6982996034
"16961","chromosome",4472095,"-",0.6983,16961,0.6982996034
"16962","chromosome",4952576,"+",0.6983,16962,0.6982996034
"16963","chromosome",5139673,"+",0.6983,16963,0.6982996034
"16964","large.plasmid",19355,"-",0.6983,16964,0.6982996034
"16965","chromosome",2371992,"-",0.6982,16965,0.6981996036
"16966","chromosome",85325,"-",0.6981,16966,0.6980996038
"16967","chromosome",297454,"-",0.6981,16967,0.6980996038
"16968","chromosome",600764,"-",0.6981,16968,0.6980996038
"16969","chromosome",1208231,"+",0.6981,16969,0.6980996038
"16970","chromosome",2434809,"+",0.6981,16970,0.6980996038
"16971","chromosome",2546763,"-",0.6981,16971,0.6980996038
"16972","chromosome",3452390,"+",0.6981,16972,0.6980996038
"16973","chromosome",3564651,"-",0.6981,16973,0.6980996038
"16974","chromosome",3578969,"-",0.6981,16974,0.6980996038
"16975","chromosome",3973032,"-",0.6981,16975,0.6980996038
"16976","chromosome",4144604,"+",0.6981,16976,0.6980996038
"16977","chromosome",4176850,"+",0.6981,16977,0.6980996038
"16978","chromosome",4619064,"-",0.6981,16978,0.6980996038
"16979","chromosome",4992193,"+",0.6981,16979,0.6980996038
"16980","chromosome",5367447,"+",0.6981,16980,0.6980996038
"16981","chromosome",5682654,"+",0.6981,16981,0.6980996038
"16982","chromosome",1252099,"-",0.698,16982,0.697999604
"16983","chromosome",2300318,"+",0.698,16983,0.697999604
"16984","chromosome",610146,"-",0.6979,16984,0.6978996042
"16985","chromosome",733779,"-",0.6979,16985,0.6978996042
"16986","chromosome",778229,"-",0.6979,16986,0.6978996042
"16987","chromosome",1244118,"-",0.6979,16987,0.6978996042
"16988","chromosome",1457775,"-",0.6979,16988,0.6978996042
"16989","chromosome",1936645,"+",0.6979,16989,0.6978996042
"16990","chromosome",2045618,"-",0.6979,16990,0.6978996042
"16991","chromosome",2183891,"+",0.6979,16991,0.6978996042
"16992","chromosome",2523398,"-",0.6979,16992,0.6978996042
"16993","chromosome",3190030,"+",0.6979,16993,0.6978996042
"16994","chromosome",3835818,"-",0.6979,16994,0.6978996042
"16995","chromosome",4661821,"-",0.6979,16995,0.6978996042
"16996","chromosome",4925695,"+",0.6979,16996,0.6978996042
"16997","chromosome",5201384,"-",0.6979,16997,0.6978996042
"16998","chromosome",2050015,"-",0.6978,16998,0.6977996044
"16999","large.plasmid",98668,"+",0.6978,16999,0.6977996044
"17000","chromosome",107022,"-",0.6977,17000,0.6976996046
"17001","chromosome",891496,"+",0.6977,17001,0.6976996046
"17002","chromosome",1942933,"-",0.6977,17002,0.6976996046
"17003","chromosome",2048128,"-",0.6977,17003,0.6976996046
"17004","chromosome",2102574,"-",0.6977,17004,0.6976996046
"17005","chromosome",2136985,"+",0.6977,17005,0.6976996046
"17006","chromosome",2301313,"+",0.6977,17006,0.6976996046
"17007","chromosome",2361640,"+",0.6977,17007,0.6976996046
"17008","chromosome",2840213,"+",0.6977,17008,0.6976996046
"17009","chromosome",2882267,"-",0.6977,17009,0.6976996046
"17010","chromosome",3791623,"+",0.6977,17010,0.6976996046
"17011","chromosome",3886570,"+",0.6977,17011,0.6976996046
"17012","chromosome",4250411,"-",0.6977,17012,0.6976996046
"17013","chromosome",4466428,"+",0.6977,17013,0.6976996046
"17014","chromosome",4497876,"+",0.6977,17014,0.6976996046
"17015","chromosome",4665570,"+",0.6977,17015,0.6976996046
"17016","chromosome",4789300,"-",0.6977,17016,0.6976996046
"17017","chromosome",4831625,"+",0.6977,17017,0.6976996046
"17018","chromosome",5338961,"-",0.6977,17018,0.6976996046
"17019","chromosome",5449737,"+",0.6977,17019,0.6976996046
"17020","chromosome",5526671,"+",0.6977,17020,0.6976996046
"17021","chromosome",5632831,"-",0.6977,17021,0.6976996046
"17022","chromosome",5695155,"+",0.6977,17022,0.6976996046
"17023","chromosome",5792507,"+",0.6977,17023,0.6976996046
"17024","chromosome",5869663,"-",0.6977,17024,0.6976996046
"17025","chromosome",324930,"+",0.6975,17025,0.697499605
"17026","chromosome",524088,"-",0.6975,17026,0.697499605
"17027","chromosome",977258,"-",0.6975,17027,0.697499605
"17028","chromosome",1833671,"-",0.6975,17028,0.697499605
"17029","chromosome",3066919,"+",0.6975,17029,0.697499605
"17030","chromosome",3822882,"+",0.6975,17030,0.697499605
"17031","chromosome",3974925,"-",0.6975,17031,0.697499605
"17032","chromosome",5426402,"+",0.6975,17032,0.697499605
"17033","chromosome",5610595,"+",0.6975,17033,0.697499605
"17034","chromosome",5639790,"-",0.6975,17034,0.697499605
"17035","chromosome",5884389,"+",0.6975,17035,0.697499605
"17036","large.plasmid",115838,"+",0.6975,17036,0.697499605
"17037","chromosome",3126389,"+",0.6974,17037,0.6973996052
"17038","chromosome",3285250,"+",0.6974,17038,0.6973996052
"17039","chromosome",3890788,"-",0.6974,17039,0.6973996052
"17040","chromosome",4586292,"+",0.6974,17040,0.6973996052
"17041","chromosome",5264410,"-",0.6974,17041,0.6973996052
"17042","chromosome",5815903,"-",0.6974,17042,0.6973996052
"17043","chromosome",166048,"+",0.6972,17043,0.6971996056
"17044","chromosome",2513534,"+",0.6972,17044,0.6971996056
"17045","chromosome",3572839,"-",0.6972,17045,0.6971996056
"17046","chromosome",3666864,"-",0.6972,17046,0.6971996056
"17047","chromosome",3809990,"+",0.6972,17047,0.6971996056
"17048","chromosome",4020473,"+",0.6972,17048,0.6971996056
"17049","chromosome",4096909,"+",0.6972,17049,0.6971996056
"17050","chromosome",4486702,"-",0.6972,17050,0.6971996056
"17051","chromosome",5155203,"-",0.6972,17051,0.6971996056
"17052","chromosome",5546711,"-",0.6972,17052,0.6971996056
"17053","chromosome",5559482,"-",0.6972,17053,0.6971996056
"17054","chromosome",5713473,"-",0.6972,17054,0.6971996056
